,AC,coh,sex,imm,mrt,p,pp,ex60,ex65
4270,60,1945,0,1,1,2,4,31.721710792276525,27.04147348315415
4271,60,1945,0,1,1,2,5,33.83040597934956,29.0928337274849
4272,60,1945,0,1,1,3,0,27.380289881933603,22.85729673298752
4273,60,1945,0,1,1,3,1,30.49064372361742,25.849094505589317
4274,60,1945,0,1,1,3,2,30.80708176046843,26.155185209534384
4275,60,1945,0,1,1,3,3,31.034460066952487,26.375303994908048
4276,60,1945,0,1,1,3,4,31.307100085167736,26.63942840210175
4277,60,1945,0,1,1,3,5,33.412808893026515,28.685778281981314
4278,60,1945,0,1,1,4,0,27.220569823948864,22.70457872573576
4279,60,1945,0,1,1,4,1,30.327160715635813,25.691071051925856
4280,60,1945,0,1,1,4,2,30.643283257208754,25.996706900924885
4281,60,1945,0,1,1,4,3,30.870443759517475,26.21650965149307
4282,60,1945,0,1,1,4,4,31.142833314136844,26.48026789136967
4283,60,1945,0,1,1,4,5,33.24717745780338,28.524433268993505
4284,60,1945,0,1,1,5,0,27.301436886997447,22.781888421537612
4285,60,1945,0,1,1,5,1,30.409940922031033,25.771076994974138
4286,60,1945,0,1,1,5,2,30.72622411522645,26.076944262146476
4287,60,1945,0,1,1,5,3,30.95349560544478,26.296907883903675
4288,60,1945,0,1,1,5,4,31.22601290269556,26.56085262505221
4289,60,1945,0,1,1,5,5,33.331060091759696,28.60613747056394
4290,60,1945,0,1,2,1,0,25.351984704582904,20.925583907232117
4291,60,1945,0,1,2,1,1,28.40964395406332,23.843792766073392
4292,60,1945,0,1,2,1,2,28.72158149240938,24.143485565044912
4293,60,1945,0,1,2,1,3,28.945822913659093,24.3591288631333
4294,60,1945,0,1,2,1,4,29.214812388041615,24.618024695316258
4295,60,1945,0,1,2,1,5,31.29754189282707,26.630165314386367
4296,60,1945,0,1,2,2,0,26.05581117322527,21.593941090309592
4297,60,1945,0,1,2,2,1,29.13300060302339,24.539257712301758
4298,60,1945,0,1,2,2,2,29.446617528858656,24.841320321755205
4299,60,1945,0,1,2,2,3,29.672033885657118,25.058625912876956
4300,60,1945,0,1,2,2,4,29.942397237949333,25.319470455059808
4301,60,1945,0,1,2,2,5,32.03429778796843,27.344884176700972
4302,60,1945,0,1,2,3,0,25.658797529168286,21.21666696873129
4303,60,1945,0,1,2,3,1,28.725142207495363,24.146908428392166
4304,60,1945,0,1,2,3,2,29.03782716345052,24.447653925769764
4305,60,1945,0,1,2,3,3,29.26259172069415,24.664035886580095
4306,60,1945,0,1,2,3,4,29.532193282152175,24.923798055082305
4307,60,1945,0,1,2,3,5,31.619048425184914,26.941880084496606
4308,60,1945,0,1,2,4,0,25.501717738507462,21.067587803050465
4309,60,1945,0,1,2,4,1,28.563649554833066,23.991711301121402
4310,60,1945,0,1,2,4,2,28.875954851407503,24.29192168446845
4311,60,1945,0,1,2,4,3,29.100453707193562,24.50792820023814
4312,60,1945,0,1,2,4,4,29.36974444226152,24.767250089059356
4313,60,1945,0,1,2,4,5,31.45451087671847,26.78231916509249
4314,60,1945,0,1,2,5,0,25.581242880719866,21.143048754679757
4315,60,1945,0,1,2,5,1,28.645417606414437,24.0702806433824
4316,60,1945,0,1,2,5,2,28.957915895449837,24.370762941119075
4317,60,1945,0,1,2,5,3,29.18254982477433,24.58696024728867
4318,60,1945,0,1,2,5,4,29.451998589092952,24.846505890771407
4319,60,1945,0,1,2,5,5,31.537828753736257,26.863108021779325
4320,60,1945,1,0,0,1,0,18.630874737005808,14.681685204054837
4321,60,1945,1,0,0,1,1,21.40745251285657,17.225902344206023
4322,60,1945,1,0,0,1,2,21.69498780812946,17.492564698226072
4323,60,1945,1,0,0,1,3,21.902120815574893,17.684990011815366
4324,60,1945,1,0,0,1,4,22.15105421497164,17.916602697770145
4325,60,1945,1,0,0,1,5,24.094513395593705,19.73716849026348
4326,60,1945,1,0,0,2,0,19.262648545388544,15.255210406706606
4327,60,1945,1,0,0,2,1,22.075289242678455,17.84606891971201
4328,60,1945,1,0,0,2,2,22.36597477611045,18.116874009907015
4329,60,1945,1,0,0,2,3,22.575318472679154,18.31221420979458
4330,60,1945,1,0,0,2,4,22.826845672309464,18.547255279215335
4331,60,1945,1,0,0,2,5,24.788405308806453,20.39201846274164
4332,60,1945,1,0,0,3,0,18.90568628515389,14.930729617326726
4333,60,1945,1,0,0,3,1,21.698274054864257,17.49561547433743
4334,60,1945,1,0,0,3,2,21.98720847918712,17.764114127657237
4335,60,1945,1,0,0,3,3,22.19532339431721,17.95783155805281
4336,60,1945,1,0,0,3,4,22.44540893514282,18.190964065143856
4337,60,1945,1,0,0,3,5,24.396910375680793,20.02225954454152
4338,60,1945,1,0,0,4,0,18.764873771552274,14.803035608932582
4339,60,1945,1,0,0,4,1,21.549321792766783,17.357405876032338
4340,60,1945,1,0,0,4,2,21.837544992610955,17.624970366693333
4341,60,1945,1,0,0,4,3,22.045160783584183,17.81803048457274
4342,60,1945,1,0,0,4,4,22.294660680602792,18.050389859044838
4343,60,1945,1,0,0,4,5,24.242074604361353,19.87622769969118
4344,60,1945,1,0,0,5,0,18.836132934171008,14.867634066409215
4345,60,1945,1,0,0,5,1,21.624716697514742,17.42734531865717
4346,60,1945,1,0,0,5,2,21.913301295155854,17.695384304613444
4347,60,1945,1,0,0,5,3,22.12117071170251,17.888778299070886
4348,60,1945,1,0,0,5,4,22.370968202068518,18.121530384047677
4349,60,1945,1,0,0,5,5,24.320459299853624,19.950140560978415
4350,60,1945,1,0,1,1,0,20.008891952671547,15.936956394461374
4351,60,1945,1,0,1,1,1,22.860917244095724,18.579121673221803
4352,60,1945,1,0,1,1,2,23.155037453326837,18.854478626056466
4353,60,1945,1,0,1,1,3,23.366790828063216,19.053020852808498
4354,60,1945,1,0,1,1,4,23.62114464315366,19.291827223515625
4355,60,1945,1,0,1,1,5,25.60240842215156,21.163137356080362
4356,60,1945,1,0,1,2,0,20.65994041733065,16.535245632051186
4357,60,1945,1,0,1,2,1,23.54374497797959,19.21912194085789
4358,60,1945,1,0,1,2,2,23.840631959424012,19.498174389624555
4359,60,1945,1,0,1,2,3,24.054325939006663,19.69931559081512
4360,60,1945,1,0,1,2,4,24.31095560879839,19.94117742223041
4361,60,1945,1,0,1,2,5,26.30806737200756,21.83400545083015
4362,60,1945,1,0,1,3,0,20.29225893991284,16.196973830876882
4363,60,1945,1,0,1,3,1,23.158397799866588,18.857627396006194
4364,60,1945,1,0,1,3,2,23.453747295198315,19.134622976316948
4365,60,1945,1,0,1,3,3,23.666362942727375,19.33431769487586
4366,60,1945,1,0,1,3,4,23.921728052851297,19.574479065193724
4367,60,1945,1,0,1,3,5,25.910035923718436,21.455334533781368
4368,60,1945,1,0,1,4,0,20.147096411413955,16.063696928840432
4369,60,1945,1,0,1,4,1,23.006060731924347,18.71494504894503
4370,60,1945,1,0,1,4,2,23.30078543181031,18.991107135884068
4371,60,1945,1,0,1,4,3,23.512962832540904,19.190215650108318
4372,60,1945,1,0,1,4,4,23.76781396765494,19.42968782839413
4373,60,1945,1,0,1,4,5,25.7525421647838,21.305688814601577
4374,60,1945,1,0,1,5,0,20.220565707566756,16.13113095478453
4375,60,1945,1,0,1,5,1,23.083175624645104,18.787156422155178
4376,60,1945,1,0,1,5,2,23.378217828688143,19.063741899600117
4377,60,1945,1,0,1,5,3,23.590617937434704,19.263148192458623
4378,60,1945,1,0,1,5,4,23.845730267148912,19.502970469019314
4379,60,1945,1,0,1,5,5,25.832277700058775,21.38143759701303
4380,60,1945,1,0,2,1,0,18.466102998383263,14.532691609017453
4381,60,1945,1,0,2,1,1,21.23283316348106,17.06422393718238
4382,60,1945,1,0,2,1,2,21.519507409298928,17.329758984304835
4383,60,1945,1,0,2,1,3,21.72603608344333,17.52139101386076
4384,60,1945,1,0,2,1,4,21.974260322171,17.75207055968138
4385,60,1945,1,0,2,1,5,23.91276764740511,19.566046398002026
4386,60,1945,1,0,2,2,0,19.095363880598722,15.103011365163809
4387,60,1945,1,0,2,2,1,21.898709240083893,17.68181848668285
4388,60,1945,1,0,2,2,2,22.188583252272448,17.95155354502729
4389,60,1945,1,0,2,2,3,22.397357511827302,18.146140912103956
4390,60,1945,1,0,2,2,4,22.64821664563217,18.38029659009809
4391,60,1945,1,0,2,2,5,24.60511600174184,20.21881295583281
4392,60,1945,1,0,2,3,0,18.73979935442846,14.78031573340134
4393,60,1945,1,0,2,3,1,21.522783965068083,17.332797053156447
4394,60,1945,1,0,2,3,2,21.810879271333594,17.60019371758326
4395,60,1945,1,0,2,3,3,22.018405306177495,17.7931357435204
4396,60,1945,1,0,2,3,4,22.267799885454465,18.02535621455771
4397,60,1945,1,0,2,3,5,24.214478645305004,19.85021339708704
4398,60,1945,1,0,2,4,0,18.59955390621213,14.653344354713557
4399,60,1945,1,0,2,4,1,21.37427434001676,17.1951674136369
4400,60,1945,1,0,2,4,2,21.661647260531126,17.461617022564653
4401,60,1945,1,0,2,4,3,21.8686663070065,17.653892630672175
4402,60,1945,1,0,2,4,4,22.1174659809137,17.885329221372697
4403,60,1945,1,0,2,4,5,24.059991496291314,19.704651528815575
4404,60,1945,1,0,2,5,0,18.670524968657773,14.71757578899815
4405,60,1945,1,0,2,5,1,21.449444328245413,17.26481227682101
4406,60,1945,1,0,2,5,2,21.73718431464033,17.531742926320447
4407,60,1945,1,0,2,5,3,21.94446098043863,17.724357033383267
4408,60,1945,1,0,2,5,4,22.193562951123685,17.95619179067732
4409,60,1945,1,0,2,5,5,24.1381990224623,19.778325643238855
4410,60,1945,1,1,0,1,0,20.92130110019727,16.776290043166124
4411,60,1945,1,1,0,1,1,23.817236406946396,19.476167461304073
4412,60,1945,1,1,0,1,2,24.115178369245164,19.756636194040944
4413,60,1945,1,1,0,1,3,24.32961218751315,19.95877327388993
4414,60,1945,1,1,0,1,4,24.58710937627955,20.20180571614054
4415,60,1945,1,1,0,1,5,26.590258008208817,22.10287145726939
4416,60,1945,1,1,0,2,0,21.58358706611621,17.38918720742383
4417,60,1945,1,1,0,2,1,24.508761868913467,20.127824925616693
4418,60,1945,1,1,0,2,2,24.809243986019453,20.411720870263327
4419,60,1945,1,1,0,2,3,25.025458879198514,20.616267420423167
4420,60,1945,1,1,0,2,4,25.285044210077803,20.862131631433346
4421,60,1945,1,1,0,2,5,27.30271405861185,22.783109611044576
4422,60,1945,1,1,0,3,0,21.209657609021228,17.04278121061985
4423,60,1945,1,1,0,3,1,24.118581711164712,19.759842563595722
4424,60,1945,1,1,0,3,2,24.41765254794086,20.041831349163264
4425,60,1945,1,1,0,3,3,24.63287794777479,20.245037163330704
4426,60,1945,1,1,0,3,4,24.89130324540063,20.489325734066764
4427,60,1945,1,1,0,3,5,26.900907784478335,22.399226949150854
4428,60,1945,1,1,0,4,0,21.061958455463806,16.90621073851118
4429,60,1945,1,1,0,4,1,23.9642804134927,19.614530878764047
4430,60,1945,1,1,0,4,2,24.262777543986108,19.895746558948346
4431,60,1945,1,1,0,4,3,24.47760066356875,20.09840882487758
4432,60,1945,1,1,0,4,4,24.735554308798754,20.3420585563627
4433,60,1945,1,1,0,4,5,26.741878381298914,22.247466774492107
4434,60,1945,1,1,0,5,0,21.136716625154722,16.97531762202503
4435,60,1945,1,1,0,5,1,24.04239349095423,19.68807790160254
4436,60,1945,1,1,0,5,2,24.341182177544933,19.96968631648821
4437,60,1945,1,1,0,5,3,24.556209737568125,20.17262470674763
4438,60,1945,1,1,0,5,4,24.814403081231372,20.4165989748634
4439,60,1945,1,1,0,5,5,26.822394407292645,22.324289818010833
4440,60,1945,1,1,1,1,0,22.363160686104585,18.114249934166057
4441,60,1945,1,1,1,1,1,25.320191066476593,20.89544447210084
4442,60,1945,1,1,1,1,2,25.62343600404949,21.183096983993078
4443,60,1945,1,1,1,1,3,25.841587620046678,21.39028382811573
4444,60,1945,1,1,1,1,4,26.103443066356608,21.639250299006534
4445,60,1945,1,1,1,1,5,28.136883380383413,23.582016232740358
4446,60,1945,1,1,1,2,0,23.041109413356995,18.747760955005873
4447,60,1945,1,1,1,2,1,26.02378157152736,21.563478787099907
4448,60,1945,1,1,1,2,2,26.329246739382995,21.854173342121364
4449,60,1945,1,1,1,2,3,26.548954343505855,22.063497672513243
4450,60,1945,1,1,1,2,4,26.812633217587663,22.314974959372126
4451,60,1945,1,1,1,2,5,28.858728123956837,24.275353531710945
4452,60,1945,1,1,1,3,0,22.65847370332467,18.38987853278388
4453,60,1945,1,1,1,3,1,25.626898990904664,21.186384279543613
4454,60,1945,1,1,1,3,2,25.931130988013106,21.475386573772646
4455,60,1945,1,1,1,3,3,26.149974401812223,21.683521910518632
4456,60,1945,1,1,1,3,4,26.412640597962362,21.933602612821606
4457,60,1945,1,1,1,3,5,28.45170895411536,23.88418700237634
4458,60,1945,1,1,1,4,0,22.507238349322954,18.248659699832697
4459,60,1945,1,1,1,4,1,25.469872504689334,21.037377962921894
4460,60,1945,1,1,1,4,2,25.773602939148812,21.32569386163649
4461,60,1945,1,1,1,4,3,25.992094832641182,21.533346881650683
4462,60,1945,1,1,1,4,4,26.2543490752011,21.782861002578805
4463,60,1945,1,1,1,4,5,28.290558023870094,23.729470222425423
4464,60,1945,1,1,1,5,0,22.583793392078185,18.32012766471259
4465,60,1945,1,1,1,5,1,25.549370555911814,21.11280190473978
4466,60,1945,1,1,1,5,2,25.85335590187126,21.401466518443033
4467,60,1945,1,1,1,5,3,26.072026452389398,21.60936457725282
4468,60,1945,1,1,1,5,4,26.334490069074427,21.859166551150718
4469,60,1945,1,1,1,5,5,28.372152375597235,23.807795489459693
4470,60,1945,1,1,2,1,0,20.748198584588412,16.616589418745395
4471,60,1945,1,1,2,1,1,23.636138386221106,19.305915258330167
4472,60,1945,1,1,2,1,2,23.933385072138325,19.58545014425347
4473,60,1945,1,1,2,1,3,24.14733131359669,19.786930588382187
4474,60,1945,1,1,2,1,4,24.404256788562545,20.029191196672958
4475,60,1945,1,1,2,1,5,26.403427253492016,21.924825860692252
4476,60,1945,1,1,2,2,0,21.408437172349526,17.22681460427867
4477,60,1945,1,1,2,2,1,24.32608166569604,19.955443348530075
4478,60,1945,1,1,2,2,2,24.62590997144331,20.238454793796624
4479,60,1945,1,1,2,2,3,24.841666472773866,20.442379563250668
4480,60,1945,1,1,2,2,4,25.100714424599893,20.687513079959558
4481,60,1945,1,1,2,2,5,27.114648602986502,22.603355135614894
4482,60,1945,1,1,2,3,0,21.03564595302885,16.881896380729078
4483,60,1945,1,1,2,3,1,23.936780592700394,19.588645992064603
4484,60,1945,1,1,2,3,2,24.235174527846134,19.869722741648058
4485,60,1945,1,1,2,3,3,24.449925285094913,20.072287326229862
4486,60,1945,1,1,2,3,4,24.707794086935962,20.31582224806417
4487,60,1945,1,1,2,3,5,26.71352797691964,22.220422885768627
4488,60,1945,1,1,2,4,0,20.888408979514878,16.745928369634616
4489,60,1945,1,1,2,4,1,23.78283662534964,19.443814629030424
4490,60,1945,1,1,2,4,2,24.080647505555575,19.724107165385174
4491,60,1945,1,1,2,4,3,24.294989402125992,19.926120355772884
4492,60,1945,1,1,2,4,4,24.55237880951853,20.16900717734322
4493,60,1945,1,1,2,4,5,26.554777541631307,22.069048365477748
4494,60,1945,1,1,2,5,0,20.962932308197715,16.814729249635178
4495,60,1945,1,1,2,5,1,23.860768110621994,19.51711765327018
4496,60,1945,1,1,2,5,2,24.15887529518302,19.797808563208907
4497,60,1945,1,1,2,5,3,24.373424974504708,20.000101860946724
4498,60,1945,1,1,2,5,4,24.631058012725987,20.243317920576263
4499,60,1945,1,1,2,5,5,26.635151779518008,22.145675470587456
4500,60,1950,0,0,0,1,0,23.86784307296982,19.52377398655098
4501,60,1950,0,0,0,1,1,26.879419289707116,22.378714812546693
4502,60,1950,0,0,0,1,2,27.187382988365336,22.672859067648805
4503,60,1950,0,0,0,1,3,27.408841182709164,22.8846066062905
4504,60,1950,0,0,0,1,4,27.674571076057415,23.138929568944235
4505,60,1950,0,0,0,1,5,29.734882621540926,25.119241714962385
4506,60,1950,0,0,0,2,0,24.559805453375912,20.176020191192
4507,60,1950,0,0,0,2,1,27.593741660113988,23.061541945524063
4508,60,1950,0,0,0,2,2,27.90363502661665,23.358370677314802
4509,60,1950,0,0,0,2,3,28.12644493433522,23.572003366176606
4510,60,1950,0,0,0,2,4,28.393758196542926,23.8285395692107
4511,60,1950,0,0,0,2,5,30.46501238399893,25.824313956628714
4512,60,1950,0,0,0,3,0,24.169382542804282,19.807710200924035
4513,60,1950,0,0,0,3,1,27.190899033677063,22.676219468684003
4514,60,1950,0,0,0,3,2,27.499720923995707,22.97155537028603
4515,60,1950,0,0,0,3,3,27.72178030481574,23.184139789970324
4516,60,1950,0,0,0,3,4,27.988214452536752,23.439445349395832
4517,60,1950,0,0,0,3,5,30.053399128044585,25.426629186351892
4518,60,1950,0,0,0,4,0,24.014982566862226,19.66226571166778
4519,60,1950,0,0,0,4,1,27.031447941698673,22.52387499842666
4520,60,1950,0,0,0,4,2,27.339833814084905,22.818605023119723
4521,60,1950,0,0,0,4,3,27.56158775881813,23.030763953049597
4522,60,1950,0,0,0,4,4,27.827664112859765,23.285569949618925
4523,60,1950,0,0,0,4,5,29.890373878249555,25.2692612010153
4524,60,1950,0,0,0,5,0,24.09314579206362,19.735880198222443
4525,60,1950,0,0,0,5,1,27.11217829735493,22.600994907364324
4526,60,1950,0,0,0,5,2,27.42078578516242,22.896032767242524
4527,60,1950,0,0,0,5,3,27.642694975911546,23.108407883812475
4528,60,1950,0,0,0,5,4,27.90895318985403,23.36346770593936
4529,60,1950,0,0,0,5,5,29.972921159731257,25.348933827583558
4530,60,1950,0,0,1,1,0,25.371709925563366,20.944285140963235
4531,60,1950,0,0,1,1,1,28.429935754301084,23.86327783677194
4532,60,1950,0,0,1,1,2,28.741922069102795,24.163039241842906
4533,60,1950,0,0,1,1,3,28.966197637271783,24.37873068808266
4534,60,1950,0,0,1,1,4,29.235227076798477,24.6376830039357
4535,60,1950,0,0,1,1,5,31.318227426805496,26.650212504119366
4536,60,1950,0,0,1,2,0,26.075682410963154,21.612842169908603
4537,60,1950,0,0,1,2,1,29.153403250898684,24.558898987765044
4538,60,1950,0,0,1,2,2,29.467065793009976,24.861026201173992
4539,60,1950,0,0,1,2,3,29.692514030965672,25.07837707249802
4540,60,1950,0,0,1,2,4,29.962914609541166,25.339274640489375
4541,60,1950,0,0,1,2,5,32.055058380947145,27.365044162550195
4542,60,1950,0,0,1,3,0,25.678587663875344,21.23545687316245
4543,60,1950,0,0,1,3,1,28.74548333235351,24.166462877329696
4544,60,1950,0,0,1,3,2,29.05821567828077,24.46727522568527
4545,60,1950,0,0,1,3,3,29.283013395401834,24.683704083933637
4546,60,1950,0,0,1,3,4,29.552653739027157,24.943521238310232
4547,60,1950,0,0,1,3,5,31.6397684432629,26.961978476310396
4548,60,1950,0,0,1,4,0,25.52147488773561,21.08633261584957
4549,60,1950,0,0,1,4,1,28.58396562351997,24.011230481882023
4550,60,1950,0,0,1,4,2,28.89631901708427,24.311508611647263
4551,60,1950,0,0,1,4,3,29.120851537143444,24.52756266401625
4552,60,1950,0,0,1,4,4,29.390181660525638,24.786940305764112
4553,60,1950,0,0,1,4,5,31.47521355511842,26.802391710237742
4554,60,1950,0,0,1,5,0,25.601016794222822,21.161816475601395
4555,60,1950,0,0,1,5,1,28.665746411570787,24.089817745003746
4556,60,1950,0,0,1,5,2,28.978292439015092,24.39036733510307
4557,60,1950,0,0,1,5,3,29.202959777105846,24.606611854077613
4558,60,1950,0,0,1,5,4,29.472447623150536,24.86621286236564
4559,60,1950,0,0,1,5,5,31.558540295963745,26.883193751228827
4560,60,1950,0,0,2,1,0,23.68662546989803,19.353361375603367
4561,60,1950,0,0,2,1,1,26.692076921534102,22.199962541108732
4562,60,1950,0,0,2,1,2,26.999511564647346,22.493373921499746
4563,60,1950,0,0,2,1,3,27.220599115793025,22.704606724473752
4564,60,1950,0,0,2,1,4,27.485894796455288,22.95832527913749
4565,60,1950,0,0,2,1,5,29.54319890542688,24.934406936484812
4566,60,1950,0,0,2,2,0,24.377012786866047,20.003486664382
4567,60,1950,0,0,2,2,1,27.405196260997073,22.88111999577607
4568,60,1950,0,0,2,2,2,27.71459343384206,23.177256705448613
4569,60,1950,0,0,2,2,3,27.93705578762581,23.390403473129236
4570,60,1950,0,0,2,2,4,28.203961962893583,23.6463692384383
4571,60,1950,0,0,2,2,5,30.2724080407144,25.638164451348967
4572,60,1950,0,0,2,3,0,23.987464996590642,19.63635695977652
4573,60,1950,0,0,2,3,1,27.00302166196379,22.4967260707081
4574,60,1950,0,0,2,3,2,27.311329078361016,22.791347172591653
4575,60,1950,0,0,2,3,3,27.533028062312045,23.003429606709123
4576,60,1950,0,0,2,3,4,27.799040032776798,23.258145787697348
4577,60,1950,0,0,2,3,5,29.861304245080618,25.24120886787239
4578,60,1950,0,0,2,4,0,23.833420745960545,19.491390888435998
4579,60,1950,0,0,2,4,1,26.843842392599395,22.344758426126756
4580,60,1950,0,0,2,4,2,27.15170637580581,22.63876444914888
4581,60,1950,0,0,2,4,3,27.37309471349267,22.850414902936006
4582,60,1950,0,0,2,4,4,27.638742770499757,23.104623870305847
4583,60,1950,0,0,2,4,5,29.69848763963956,25.084138298670982
4584,60,1950,0,0,2,5,0,23.9114031941638,19.564762342892575
4585,60,1950,0,0,2,5,1,26.924434590021022,22.42168687919222
4586,60,1950,0,0,2,5,2,27.232523955874765,22.716005409669062
4587,60,1950,0,0,2,5,3,27.454070186640973,22.927875345783548
4588,60,1950,0,0,2,5,4,27.719903212735034,23.18234202350734
4589,60,1950,0,0,2,5,5,29.78092879890202,25.16365972910686
4590,60,1950,0,1,0,1,0,26.3572309935249,21.88082399572089
4591,60,1950,0,1,0,1,1,29.44236723537361,24.837224504509024
4592,60,1950,0,1,0,1,2,29.756665579028663,25.140253621156738
4593,60,1950,0,1,0,1,3,29.982557868675457,25.3582363002436
4594,60,1950,0,1,0,1,4,30.25347647076599,25.619873257951536
4595,60,1950,0,1,0,1,5,32.348963377791776,27.650562241341298
4596,60,1950,0,1,0,2,0,27.06814348999305,22.558926285834843
4597,60,1950,0,1,0,2,1,30.171083892771154,25.54028011314807
4598,60,1950,0,1,0,2,2,30.48689865048906,25.845473624603805
4599,60,1950,0,1,0,2,3,30.713846101691193,26.064968466338783
4600,60,1950,0,1,0,2,4,30.98598986337715,26.328369165909947
4601,60,1950,0,1,0,2,5,33.08894412235787,28.37035226513719
4602,60,1950,0,1,0,3,0,26.667194378343005,22.176231514522488
4603,60,1950,0,1,0,3,1,29.760252810049984,25.143714016239763
4604,60,1950,0,1,0,3,2,30.075228257081196,25.447706934054455
4605,60,1950,0,1,0,3,3,30.301592575563824,25.666363877917586
4606,60,1950,0,1,0,3,4,30.57306053482134,25.928788572082958
4607,60,1950,0,1,0,3,5,32.67198817098321,27.964613558047777
4608,60,1950,0,1,0,4,0,26.508513724083787,22.0249533529081
4609,60,1950,0,1,0,4,1,29.59754775116934,24.986802164944883
4610,60,1950,0,1,0,4,2,29.912179582737387,25.290305510639183
4611,60,1950,0,1,0,4,3,30.13830449348988,25.508620096282623
4612,60,1950,0,1,0,4,4,30.409494027443518,25.7706450233431
4613,60,1950,0,1,0,4,5,32.50669336593575,27.803879062790266
4614,60,1950,0,1,0,5,0,26.588852495285042,22.101531501635417
4615,60,1950,0,1,0,5,1,29.679932182871447,25.066242916993716
4616,60,1950,0,1,0,5,2,29.994738780003914,25.36999513743709
4617,60,1950,0,1,0,5,3,30.220985494583026,25.58848380164304
4618,60,1950,0,1,0,5,4,30.492316740879186,25.850712056335627
4619,60,1950,0,1,0,5,5,32.590400050731944,27.885268182569078
4620,60,1950,0,1,1,1,0,27.90063785130372,23.355498172847074
4621,60,1950,0,1,1,1,1,31.022809851300632,26.364022222759328
4622,60,1950,0,1,1,1,2,31.340221856232812,26.671529467599143
4623,60,1950,0,1,1,1,3,31.56826734554569,26.892627283668663
4624,60,1950,0,1,1,1,4,31.84166749855359,27.157879022470176
4625,60,1950,0,1,1,1,5,33.95109235938377,29.21054255222172
4626,60,1950,0,1,1,2,0,28.621139687238912,24.046950072440346
4627,60,1950,0,1,1,2,1,31.758532379432005,27.07720104244783
4628,60,1950,0,1,1,2,2,32.07713217810168,27.38648055565366
4629,60,1950,0,1,1,2,3,32.305972762982954,27.608785024897593
4630,60,1950,0,1,1,2,4,32.58025405981479,27.875402203740247
4631,60,1950,0,1,1,2,5,34.69260516151175,29.934407798986673
4632,60,1950,0,1,1,3,0,28.214866029143952,23.656831751933034
4633,60,1950,0,1,1,3,1,31.343843849169378,26.675040022333327
4634,60,1950,0,1,1,3,2,31.661799363436103,26.983349678733976
4635,60,1950,0,1,1,3,3,31.890212142605836,27.204997131510932
4636,60,1950,0,1,1,3,4,32.16402400653712,27.470875201018035
4637,60,1950,0,1,1,3,5,34.27507584157924,29.5266808917051
4638,60,1950,0,1,1,4,0,28.054018589580988,23.502540585334685
4639,60,1950,0,1,1,4,1,31.179544273203163,26.515831285551958
4640,60,1950,0,1,1,4,2,31.497226131110697,26.82373553732149
4641,60,1950,0,1,1,4,3,31.725454559004525,27.045105855388847
4642,60,1950,0,1,1,4,4,31.999060555000796,27.310668860840952
4643,60,1950,0,1,1,4,5,34.10934275493323,29.364934291929433
4644,60,1950,0,1,1,5,0,28.13545867864896,23.580649593774986
4645,60,1950,0,1,1,5,1,31.262740604010148,26.596440593083567
4646,60,1950,0,1,1,5,2,31.580562250524856,26.904551543585242
4647,60,1950,0,1,1,5,3,31.8088850091342,27.126063315750713
4648,60,1950,0,1,1,5,4,32.08259656198765,27.391787339497622
4649,60,1950,0,1,1,5,5,34.19328549350664,29.44685098151152
4650,60,1950,0,1,2,1,0,26.170823315469306,21.703361298005447
4651,60,1950,0,1,2,1,1,29.251073694980647,24.65294342464545
4652,60,1950,0,1,2,1,2,29.564953286020106,24.955378218753967
4653,60,1950,0,1,2,1,3,29.790553182425732,25.172944631022396
4654,60,1950,0,1,2,1,4,30.06113078893937,25.434094550715173
4655,60,1950,0,1,2,1,5,32.1544260827105,27.46155218161661
4656,60,1950,0,1,2,2,0,26.880475005452066,22.379722517705332
4657,60,1950,0,1,2,2,1,29.97884077893576,25.35464809926363
4658,60,1950,0,1,2,2,2,30.294267937105598,25.659286241396075
4659,60,1950,0,1,2,2,3,30.520946432187834,25.87839383310932
4660,60,1950,0,1,2,2,4,30.792778979906515,26.14134394036145
4661,60,1950,0,1,2,2,5,32.89391232888674,28.180517013679893
4662,60,1950,0,1,2,3,0,26.48022606905733,21.997996112825827
4663,60,1950,0,1,2,3,1,29.56853581737526,24.958831931980882
4664,60,1950,0,1,2,3,2,29.88310572676864,25.262247157253814
4665,60,1950,0,1,2,3,3,30.109187462687782,25.480500087589355
4666,60,1950,0,1,2,3,4,30.380326738629435,25.742452973025422
4667,60,1950,0,1,2,3,5,32.47721056352706,27.77521656890655
4668,60,1950,0,1,2,4,0,26.32183027169977,21.847110854794472
4669,60,1950,0,1,2,4,1,29.406045734438205,24.80222545321882
4670,60,1950,0,1,2,4,2,29.720265216464494,25.105142549005134
4671,60,1950,0,1,2,4,3,29.94610246408525,25.323046792060495
4672,60,1950,0,1,2,4,4,30.216956909830756,25.58459201446344
4673,60,1950,0,1,2,4,5,32.31203437639076,27.614675275405464
4674,60,1950,0,1,2,5,0,26.402024263234257,21.923489384641137
4675,60,1950,0,1,2,5,1,29.48832085161372,24.881510993523502
4676,60,1950,0,1,2,5,2,29.802718533338172,25.184681282633026
4677,60,1950,0,1,2,5,3,30.02868013969605,25.40276279177121
4678,60,1950,0,1,2,5,4,30.299679510947072,25.66451531045996
4679,60,1950,0,1,2,5,5,32.395679812453494,27.69596526136263
