,AC,coh,dis,sex,imm,mrt,p,pp,ex60,ex65
9123,60,1950,0,0,1,1,1,3,31.5227884443924,26.866651561493075
9124,60,1950,0,0,1,1,1,4,31.741716192856153,27.078800255697125
9125,60,1950,0,0,1,1,1,5,33.857428786273836,29.13507331854413
9126,60,1950,0,0,1,1,2,0,28.62534225185188,24.071993953046153
9127,60,1950,0,0,1,1,2,1,31.75961707540249,27.096152417904303
9128,60,1950,0,0,1,1,2,2,32.05558411805939,27.383167269195283
9129,60,1950,0,0,1,1,2,3,32.23417450055504,27.55646369530834
9130,60,1950,0,0,1,1,2,4,32.45378296235072,27.76967115726714
9131,60,1950,0,0,1,1,2,5,34.57209252372807,29.83189573001979
9132,60,1950,0,0,1,1,3,0,28.256211759590308,23.717887577636084
9133,60,1950,0,0,1,1,3,1,31.382670138216678,26.73093895498522
9134,60,1950,0,0,1,1,3,2,31.67810168993479,27.017142532744977
9135,60,1950,0,0,1,1,3,3,31.85639383809368,27.18997710448617
9136,60,1950,0,0,1,1,3,4,32.075663772328916,27.402647690726297
9137,60,1950,0,0,1,1,3,5,34.19294689419064,29.46208717773824
9138,60,1950,0,0,1,1,4,0,28.151172192493863,23.617210691010403
9139,60,1950,0,0,1,1,4,1,31.275332660084505,26.62701232572372
9140,60,1950,0,0,1,1,4,2,31.570600677396218,26.912972471810786
9141,60,1950,0,0,1,1,4,3,31.748800547980785,27.085667352180035
9142,60,1950,0,0,1,1,4,4,31.96796426558498,27.298174232997333
9143,60,1950,0,0,1,1,4,5,34.08480524839668,29.35666131115471
9144,60,1950,0,0,1,1,5,0,28.306716256052383,23.766308347944967
9145,60,1950,0,0,1,1,5,1,31.434268130525304,26.780908428782304
9146,60,1950,0,0,1,1,5,2,31.729776627139422,27.067227142189868
9147,60,1950,0,0,1,1,5,3,31.908112024558214,27.240127625133866
9148,60,1950,0,0,1,1,5,4,32.127431536371056,27.452875264540044
9149,60,1950,0,0,1,1,5,5,34.24490439796437,29.51274827685048
9150,60,1950,0,0,1,2,1,0,26.149682488860883,21.70678887928951
9151,60,1950,0,0,1,2,1,1,29.22436056257867,24.647619467893428
9152,60,1950,0,0,1,2,1,2,29.51580149988641,24.928105958551157
9153,60,1950,0,0,1,2,1,3,29.691776938758252,25.09759828111823
9154,60,1950,0,0,1,2,1,4,29.908299503421755,25.306277009811495
9155,60,1950,0,0,1,2,1,5,32.007112023081795,27.336145935139815
9156,60,1950,0,0,1,2,2,0,26.833236029683896,22.35747550535049
9157,60,1950,0,0,1,2,2,1,29.926007830485943,25.323350247887312
9158,60,1950,0,0,1,2,2,2,30.218886916045054,25.605864265893672
9159,60,1950,0,0,1,2,2,3,30.395706661940107,25.77655120690127
9160,60,1950,0,0,1,2,2,4,30.613242110797202,25.986668146177394
9161,60,1950,0,0,1,2,2,5,32.719923390478336,28.02821171465799
9162,60,1950,0,0,1,2,3,0,26.46993373322197,22.01140270430802
9163,60,1950,0,0,1,2,3,1,29.553244799826267,24.964161604690332
9164,60,1950,0,0,1,2,3,2,29.845374396987882,25.24561646005279
9165,60,1950,0,0,1,2,3,3,30.021754752410434,25.415679972901128
9166,60,1950,0,0,1,2,3,4,30.238763873671733,25.625047163264338
9167,60,1950,0,0,1,2,3,5,32.341439535815745,27.660587381912663
9168,60,1950,0,0,1,2,4,0,26.366590371944085,21.913058801031323
9169,60,1950,0,0,1,2,4,1,29.44714595522404,24.862006398268207
9170,60,1950,0,0,1,2,4,2,29.73905613447918,25.143152270128166
9171,60,1950,0,0,1,2,4,3,29.915307577716916,25.31303363216541
9172,60,1950,0,0,1,2,4,4,30.132161925841196,25.522181406992896
9173,60,1950,0,0,1,2,4,5,32.23362304881697,27.55592846715851
9174,60,1950,0,0,1,2,5,0,26.519628681786546,22.058709214424834
9175,60,1950,0,0,1,2,5,1,29.60425457884712,25.013288108201
9176,60,1950,0,0,1,2,5,2,29.896488721926502,25.29489034506604
9177,60,1950,0,0,1,2,5,3,30.072930461367516,25.465040702209567
9178,60,1950,0,0,1,2,5,4,30.290013231085876,25.674512453246773
9179,60,1950,0,0,1,2,5,5,32.39326154889486,27.710901929203597
9180,60,1950,0,1,0,0,1,0,19.218596482650494,15.245570898869738
9181,60,1950,0,1,0,0,1,1,22.016844271782393,17.819452364248974
9182,60,1950,0,1,0,0,1,2,22.285894273918405,18.069719566393637
9183,60,1950,0,1,0,0,1,3,22.44863630139998,18.2213121966183
9184,60,1950,0,1,0,0,1,4,22.649167107305225,18.40831985924901
9185,60,1950,0,1,0,0,1,5,24.608941538197488,20.247561877121107
9186,60,1950,0,1,0,0,2,0,19.833786241097478,15.806474880158893
9187,60,1950,0,1,0,0,2,1,22.665581598955846,18.423637799641646
9188,60,1950,0,1,0,0,2,2,22.93736644576054,18.677491316227385
9189,60,1950,0,1,0,0,2,3,23.10172637183694,18.831210319075694
9190,60,1950,0,1,0,0,2,4,23.304214022890477,19.020794660402583
9191,60,1950,0,1,0,0,2,5,25.28116047719663,20.882892991237647
9192,60,1950,0,1,0,0,3,0,19.50628178496714,15.507487875807763
9193,60,1950,0,1,0,0,3,1,22.32050391625709,18.101944876736997
9194,60,1950,0,1,0,0,3,2,22.59085666850102,18.353917435182577
9195,60,1950,0,1,0,0,3,3,22.754369425088786,18.50652123894813
9196,60,1950,0,1,0,0,3,4,22.955832465793563,18.694754260774125
9197,60,1950,0,1,0,0,3,5,24.923789574287618,20.544868387368048
9198,60,1950,0,1,0,0,4,0,19.41334223980659,15.422798335343074
9199,60,1950,0,1,0,0,4,1,22.222459798208945,18.010673930529126
9200,60,1950,0,1,0,0,4,2,22.492396356437407,18.262101090748967
9201,60,1950,0,1,0,0,4,3,22.655662893213492,18.41438151493655
9202,60,1950,0,1,0,0,4,4,22.856828126642988,18.602222668363023
9203,60,1950,0,1,0,0,4,5,24.822171623097184,20.44886041081999
9204,60,1950,0,1,0,0,5,0,19.551009029283886,15.548269866853412
9205,60,1950,0,1,0,0,5,1,22.367668958494626,18.14587216259726
9206,60,1950,0,1,0,0,5,2,22.638220440453164,18.398105340321663
9207,60,1950,0,1,0,0,5,3,22.80185076271722,18.55086366849142
9208,60,1950,0,1,0,0,5,4,23.003455998636923,18.739283938480582
9209,60,1950,0,1,0,0,5,5,24.97266090935862,20.59105903019873
9210,60,1950,0,1,0,1,1,0,20.69830936843317,16.599665028295117
9211,60,1950,0,1,0,1,1,1,23.57356913417846,19.273331018555844
9212,60,1950,0,1,0,1,1,2,23.84889109848617,19.531860117984905
9213,60,1950,0,1,0,1,1,3,24.01534305572723,19.68835073856678
9214,60,1950,0,1,0,1,1,4,24.220360526672543,19.88129302880965
9215,60,1950,0,1,0,1,1,5,26.21948280035777,21.773144402345388
9216,60,1950,0,1,0,1,2,0,21.332479494272807,17.18490638058001
9217,60,1950,0,1,0,1,2,1,24.23713819691251,19.897091896493443
9218,60,1950,0,1,0,1,2,2,24.514848438226828,20.15880356826187
9219,60,1950,0,1,0,1,2,3,24.68271261625713,20.317180331218093
9220,60,1950,0,1,0,1,2,4,24.8894375060544,20.5124073211153
9221,60,1950,0,1,0,1,2,5,26.903510321218604,22.424478309846847
9222,60,1950,0,1,0,1,3,0,20.995031226772145,16.87315068568316
9223,60,1950,0,1,0,1,3,1,23.884294940982546,19.565133266658975
9224,60,1950,0,1,0,1,3,2,24.160754979330676,19.825176263484096
9225,60,1950,0,1,0,1,3,3,24.327879929187056,19.982564138240555
9226,60,1950,0,1,0,1,3,4,24.533711103162922,20.17659332810867
9227,60,1950,0,1,0,1,3,5,26.53996003148234,22.078066316359045
9228,60,1950,0,1,0,1,4,0,20.899203808044533,16.784760529660165
9229,60,1950,0,1,0,1,4,1,23.783993572741053,19.470885171207897
9230,60,1950,0,1,0,1,4,2,24.060090107263864,19.73044410253625
9231,60,1950,0,1,0,1,4,3,24.22700010817427,19.887545091309587
9232,60,1950,0,1,0,1,4,4,24.432571398004374,20.08122676776272
9233,60,1950,0,1,0,1,4,5,26.436544513669283,21.979623938797374
9234,60,1950,0,1,0,1,5,0,21.04113772330565,16.9157012914437
9235,60,1950,0,1,0,1,5,1,23.93253773715853,19.61048310496557
9236,60,1950,0,1,0,1,5,2,24.209171319081715,19.87075737875883
9237,60,1950,0,1,0,1,5,3,24.376398887396896,20.02828231890994
9238,60,1950,0,1,0,1,5,4,24.582354130053485,20.22247753696165
9239,60,1950,0,1,0,1,5,5,26.589689420862925,22.12541986327899
9240,60,1950,0,1,0,2,1,0,19.091287720245028,15.129886344525957
9241,60,1950,0,1,0,2,1,1,21.88230011911408,17.694467767776796
9242,60,1950,0,1,0,2,1,2,22.15075976390403,17.943963906644086
9243,60,1950,0,1,0,2,1,3,22.31315250297145,18.095099317139304
9244,60,1950,0,1,0,2,1,4,22.513260804187993,18.28155288549656
9245,60,1950,0,1,0,2,1,5,24.46932554479611,20.115877164014815
9246,60,1950,0,1,0,2,2,0,19.70469638677051,15.688523628003441
9247,60,1950,0,1,0,2,2,1,22.52964109146783,18.29682591826329
9248,60,1950,0,1,0,2,2,2,22.80086779073877,18.549945548252186
9249,60,1950,0,1,0,2,2,3,22.964897549554827,18.703229450313987
9250,60,1950,0,1,0,2,2,4,23.166985889824428,18.89228658013438
9251,60,1950,0,1,0,2,2,5,25.140429544343615,20.749710030822072
9252,60,1950,0,1,0,2,3,0,19.37812520624354,15.390725933030575
9253,60,1950,0,1,0,2,3,1,22.185294638036925,17.976091409432982
9254,60,1950,0,1,0,2,3,2,22.45507233430127,18.22731053532664
9255,60,1950,0,1,0,2,3,3,22.618244886656857,18.379467608831295
9256,60,1950,0,1,0,2,3,4,22.81929644232808,18.567159284758038
9257,60,1950,0,1,0,2,3,5,24.783642185352026,20.41247084081284
9258,60,1950,0,1,0,2,4,0,19.285456634839125,15.306381043363762
9259,60,1950,0,1,0,2,4,1,22.087463016096994,17.885098347809304
9260,60,1950,0,1,0,2,4,2,22.356819621768626,18.1357664278403
9261,60,1950,0,1,0,2,4,3,22.519743047419563,18.287596761631065
9262,60,1950,0,1,0,2,4,4,22.720493269700743,18.4748924853693
9263,60,1950,0,1,0,2,4,5,24.68219394389203,20.31669076377587
9264,60,1950,0,1,0,2,5,0,19.42272302256117,15.431343202021788
9265,60,1950,0,1,0,2,5,1,22.23235821281462,18.019885905449616
9266,60,1950,0,1,0,2,5,2,22.502336979610455,18.27136835244125
9267,60,1950,0,1,0,2,5,3,22.665628487245925,18.423681557849314
9268,60,1950,0,1,0,2,5,4,22.866823923709124,18.6115624356522
9269,60,1950,0,1,0,2,5,5,24.83243250426255,20.458552606995326
9270,60,1950,0,1,1,0,1,0,21.605976431176106,17.438134086353344
9271,60,1950,0,1,1,0,1,1,24.52271379882718,20.16622133770964
9272,60,1950,0,1,1,0,1,2,24.80140424001477,20.429245540390905
9273,60,1950,0,1,1,0,1,3,24.96984794406022,20.588400057907425
9274,60,1950,0,1,1,0,1,4,25.177273418894075,20.784569032525813
9275,60,1950,0,1,1,0,1,5,27.197476734491477,22.70497051624673
9276,60,1950,0,1,1,0,2,0,22.25038782039871,18.03666670818151
9277,60,1950,0,1,1,0,2,1,25.19424597180051,20.800629333000614
9278,60,1950,0,1,1,0,2,2,25.475135023250886,21.066611631860464
9279,60,1950,0,1,1,0,2,3,25.644878442420705,21.22751874264397
9280,60,1950,0,1,1,0,2,4,25.853874957052344,21.425810121305812
9281,60,1950,0,1,1,0,2,5,27.887817034841266,23.36496748018306
9282,60,1950,0,1,1,0,3,0,21.907575570366298,17.71793876983525
9283,60,1950,0,1,1,0,3,1,24.837234510806688,20.463088645253553
9284,60,1950,0,1,1,0,3,2,25.11697286838964,20.72752028783366
9285,60,1950,0,1,1,0,3,3,25.286036082095617,20.887508721999538
9286,60,1950,0,1,1,0,3,4,25.494210424781667,21.084687623357752
9287,60,1950,0,1,1,0,3,5,27.52096411148848,23.01401633182696
9288,60,1950,0,1,1,0,4,0,21.810189761491362,17.627527466395808
9289,60,1950,0,1,1,0,4,1,24.73572109546811,20.367221085357112
9290,60,1950,0,1,1,0,4,2,25.01512478960072,20.631202764409597
9291,60,1950,0,1,1,0,4,3,25.18399016217183,20.790924601350255
9292,60,1950,0,1,1,0,4,4,25.3919253591032,20.987780645431098
9293,60,1950,0,1,1,0,4,5,27.416587527950718,22.91425593465117
9294,60,1950,0,1,1,0,5,0,21.95442626374686,17.76145526223652
9295,60,1950,0,1,1,0,5,1,24.886055942599832,20.509212205659466
9296,60,1950,0,1,1,0,5,2,25.165954060222536,20.773858810940634
9297,60,1950,0,1,1,0,5,3,25.335111716380833,20.933974604564927
9298,60,1950,0,1,1,0,5,4,25.543400216866832,21.13130773898815
9299,60,1950,0,1,1,0,5,5,27.57115220442321,23.061999404887313
9300,60,1950,0,1,1,1,1,0,23.15277835467622,18.878987767436204
9301,60,1950,0,1,1,1,1,1,26.131682288915265,21.68968036134832
9302,60,1950,0,1,1,1,1,2,26.41540752259066,21.959508818788777
9303,60,1950,0,1,1,1,1,3,26.58682718022981,22.12269409396466
9304,60,1950,0,1,1,1,1,4,26.797849477522767,22.323743753508186
9305,60,1950,0,1,1,1,1,5,28.84948809023638,24.287245674379147
9306,60,1950,0,1,1,1,2,0,23.812566908200786,19.497728760941495
9307,60,1950,0,1,1,1,2,1,26.815113073477985,22.340199418029403
9308,60,1950,0,1,1,1,2,2,27.100748331016607,22.61263845858258
9309,60,1950,0,1,1,1,2,3,27.27329660337904,22.777369642279158
9310,60,1950,0,1,1,1,2,4,27.485682622364138,22.980290608236636
9311,60,1950,0,1,1,1,2,5,29.549215146497936,24.960281077049277
9312,60,1950,0,1,1,1,3,0,23.461702798532954,19.16840233458165
9313,60,1950,0,1,1,1,3,1,26.451875005407317,21.99421442859266
9314,60,1950,0,1,1,1,3,2,26.736510926685106,22.265285481807243
9315,60,1950,0,1,1,1,3,3,26.90846872490919,22.429206624981084
9316,60,1950,0,1,1,1,3,4,27.120141289019248,22.6311470855932
9317,60,1950,0,1,1,1,3,5,29.177454288255706,24.602501971618473
9318,60,1950,0,1,1,1,4,0,23.361976818674954,19.07491773284672
9319,60,1950,0,1,1,1,4,1,26.348550331914485,21.895896018411023
9320,60,1950,0,1,1,1,4,2,26.632895478068335,22.16656990682462
9321,60,1950,0,1,1,1,4,3,26.804681457223804,22.330255856078946
9322,60,1950,0,1,1,1,4,4,27.016146406960388,22.531911611858547
9323,60,1950,0,1,1,1,4,5,29.071648178226233,24.50075728895355
9324,60,1950,0,1,1,1,5,0,23.509670883986413,19.2133873778514
9325,60,1950,0,1,1,1,5,1,26.501561034127647,22.04150876173119
9326,60,1950,0,1,1,1,5,2,26.786335743335798,22.312769521228567
9327,60,1950,0,1,1,1,5,3,26.95837554979483,22.476803002447916
9328,60,1950,0,1,1,1,5,4,27.1701472054921,22.678879446874348
9329,60,1950,0,1,1,1,5,5,29.228324497521307,24.6514325667658
9330,60,1950,0,1,1,2,1,0,21.47236592424469,17.31436466692149
9331,60,1950,0,1,1,2,1,1,24.38324624304472,20.03473534549465
9332,60,1950,0,1,1,2,1,2,24.661461453509855,20.297122721383282
9333,60,1950,0,1,1,2,1,3,24.82962419158013,20.45589988873577
9334,60,1950,0,1,1,2,1,4,25.03671001448508,20.651611840895548
9335,60,1950,0,1,1,2,1,5,27.053941485528142,22.56797207745451
9336,60,1950,0,1,1,2,2,0,22.115330291321488,17.911011714252954
9337,60,1950,0,1,1,2,2,1,25.053655080563892,20.667635114808416
9338,60,1950,0,1,1,2,2,2,25.334095817826245,20.93301261871307
9339,60,1950,0,1,1,2,2,3,25.503574234840666,21.093561434857257
9340,60,1950,0,1,1,2,2,4,25.71225044671672,21.291418947024866
9341,60,1950,0,1,1,2,2,5,27.74339246010559,23.22674377019617
9342,60,1950,0,1,1,2,3,0,21.773275870966835,17.593272834861644
9343,60,1950,0,1,1,2,3,1,24.697231568059845,20.330885086988523
9344,60,1950,0,1,1,2,3,2,24.976507491256932,20.594695094756798
9345,60,1950,0,1,1,2,3,3,25.145297328703638,20.754315216595426
9346,60,1950,0,1,1,2,3,4,25.353141219024174,20.951048078342733
9347,60,1950,0,1,1,2,3,5,27.377004765825035,22.876434562493916
9348,60,1950,0,1,1,2,4,0,21.6761102603642,17.503148271096634
9349,60,1950,0,1,1,2,4,1,24.59588913917831,20.235246942570125
9350,60,1950,0,1,1,2,4,2,24.874826305869018,20.498602120491594
9351,60,1950,0,1,1,2,4,3,25.043415874608698,20.65795275014153
9352,60,1950,0,1,1,2,4,4,25.25101767676362,20.854359236671957
9353,60,1950,0,1,1,2,4,5,27.272763579186684,22.77686058914912
9354,60,1950,0,1,1,2,5,0,21.82002141467315,17.636652301249928
9355,60,1950,0,1,1,2,5,1,24.745971373540424,20.376899045528354
9356,60,1950,0,1,1,2,5,2,25.02540901284214,20.640926343966065
9357,60,1950,0,1,1,2,5,3,25.19429445284824,20.80067521015169
9358,60,1950,0,1,1,2,5,4,25.402253907089243,20.99756398785782
9359,60,1950,0,1,1,2,5,5,27.427128237971708,22.9243285977925
9360,60,1950,1,0,0,0,1,0,19.58953697119611,15.583412343257327
9361,60,1950,1,0,0,0,1,1,22.408287110558973,18.183712614437674
9362,60,1950,1,0,0,0,1,2,22.67900896992865,18.436169330797043
9363,60,1950,1,0,0,0,1,3,22.842740083729744,18.589060196250358
9364,60,1950,1,0,0,0,1,4,23.044467225276364,18.777641069439472
9365,60,1950,1,0,0,0,1,5,25.0147418245563,20.630840686204838
9366,60,1950,1,0,0,0,2,0,20.209775600663285,16.150756593696173
9367,60,1950,1,0,0,0,2,1,23.060978563906453,18.793086509173584
9368,60,1950,1,0,0,0,2,2,23.334343679926043,19.04902353855083
9369,60,1950,1,0,0,0,2,3,23.499638326994756,19.203977706899586
9370,60,1950,1,0,0,0,2,4,23.703256373629806,19.395058603451286
9371,60,1950,1,0,0,0,2,5,25.69011508465721,21.270422056242015
9372,60,1950,1,0,0,0,3,0,19.87962572723434,15.848390505988236
9373,60,1950,1,0,0,0,3,1,22.71383033965224,18.468672362699508
9374,60,1950,1,0,0,0,3,2,22.98581143644752,18.722784166535973
9375,60,1950,1,0,0,0,3,3,23.15028744930006,18.876656296780215
9376,60,1950,1,0,0,0,3,4,23.352915494763668,19.066426178498254
9377,60,1950,1,0,0,0,3,5,25.331093343963076,20.930169510454213
9378,60,1950,1,0,0,0,4,0,19.7859180327145,15.762721715892425
9379,60,1950,1,0,0,0,4,1,22.615184471635285,18.37661236386006
9380,60,1950,1,0,0,0,4,2,22.886763298140277,18.63019487234352
9381,60,1950,1,0,0,0,4,3,23.051001356274593,18.783753203969734
9382,60,1950,1,0,0,0,4,4,23.253341619413746,18.973142861981334
9383,60,1950,1,0,0,0,4,5,25.22899524876038,20.833515007295837
9384,60,1950,1,0,0,0,5,0,19.924719861275445,15.889640515512596
9385,60,1950,1,0,0,0,5,1,22.761282711521616,18.512976696402895
9386,60,1950,1,0,0,0,5,2,23.03345588200622,18.767341415839102
9387,60,1950,1,0,0,0,5,3,23.19804550963535,18.921363486873332
9388,60,1950,1,0,0,0,5,4,23.400810958256844,19.111315045790477
9389,60,1950,1,0,0,0,5,5,25.380193884652734,20.97666901593791
9390,60,1950,1,0,0,1,1,0,21.080848304712113,16.95236088837884
9391,60,1950,1,0,0,1,1,1,23.9740798477852,19.649543667001762
9392,60,1950,1,0,0,1,1,2,24.250862200290424,19.91001629399995
9393,60,1950,1,0,0,1,1,3,24.418177737342926,20.06765878580554
9394,60,1950,1,0,0,1,1,4,24.624239335595213,20.26199639328688
9395,60,1950,1,0,0,1,1,5,26.632505833615,22.166198770212784
9396,60,1950,1,0,0,1,2,0,21.719454144279172,17.54334385180367
9397,60,1950,1,0,0,1,2,1,24.641101511559967,20.277908317215562
9398,60,1950,1,0,0,1,2,2,24.920190229304986,20.54146691738225
9399,60,1950,1,0,0,1,2,3,25.088869393883826,20.700938078221508
9400,60,1950,1,0,0,1,2,4,25.29657950170623,20.897490538120927
9401,60,1950,1,0,0,1,2,5,27.319272833494654,22.821282339491844
9402,60,1950,1,0,0,1,3,0,21.379682489247855,17.228576140552182
9403,60,1950,1,0,0,1,3,1,24.28645092898689,19.943535886234876
9404,60,1950,1,0,0,1,3,2,24.564332422437246,20.20547660054427
9405,60,1950,1,0,0,1,3,3,24.732297853676677,20.36398909006176
9406,60,1950,1,0,0,1,3,4,24.93914515119301,20.559380471467467
9407,60,1950,1,0,0,1,3,5,26.95428927033098,22.472905528324215
9408,60,1950,1,0,0,1,4,0,21.28318011417292,17.139312897991395
9409,60,1950,1,0,0,1,4,1,24.18562406035273,19.84858755838541
9410,60,1950,1,0,0,1,4,2,24.463154504930138,20.11005888210992
9411,60,1950,1,0,0,1,4,3,24.630912376206314,20.268293216867274
9412,60,1950,1,0,0,1,4,4,24.837508747379314,20.463347696010647
9413,60,1950,1,0,0,1,4,5,26.85045669953623,22.373892682654812
9414,60,1950,1,0,0,1,5,0,21.426111314327173,17.271543993716712
9415,60,1950,1,0,0,1,5,1,24.33494460743396,19.989220279695232
9416,60,1950,1,0,0,1,5,2,24.612993691694637,20.251385250414884
9417,60,1950,1,0,0,1,5,3,24.781058209995212,20.41003062832643
9418,60,1950,1,0,0,1,5,4,24.988025295126587,20.605582961626133
9419,60,1950,1,0,0,1,5,5,27.00421771793334,22.520531555817115
9420,60,1950,1,0,0,2,1,0,19.461139980975876,15.466344376858473
9421,60,1950,1,0,0,2,1,1,22.27288937247821,18.0576124594383
9422,60,1950,1,0,0,2,1,2,22.543040524956886,18.309320764084013
9423,60,1950,1,0,0,2,1,3,22.706434016299873,18.461767886528886
9424,60,1950,1,0,0,2,1,4,22.90775280446358,18.649811044456435
9425,60,1950,1,0,0,2,1,5,24.874443971529207,20.498240890446905
9426,60,1950,1,0,0,2,2,0,20.0796542937935,16.031486578933446
9427,60,1950,1,0,0,2,2,1,22.924231086293496,18.66521290634281
9428,60,1950,1,0,0,2,2,2,23.19705682239695,18.92043783128598
9429,60,1950,1,0,0,2,2,3,23.362032441405923,19.074969859434937
9430,60,1950,1,0,0,2,2,4,23.56526468713574,19.265539297230305
9431,60,1950,1,0,0,2,2,5,25.54874099307088,21.136370162378416
9432,60,1950,1,0,0,2,3,0,19.75040787238158,15.730275853050045
9433,60,1950,1,0,0,2,3,1,22.577789621176926,18.34172886847111
9434,60,1950,1,0,0,2,3,2,22.849214894813823,18.59510947828083
9435,60,1950,1,0,0,2,3,3,23.013362120074508,18.74854810980908
9436,60,1950,1,0,0,2,3,4,23.215592528121558,18.937792727207558
9437,60,1950,1,0,0,2,3,5,25.190282494746832,20.796878769151196
9438,60,1950,1,0,0,2,4,0,19.65696252336049,15.644941888278797
9439,60,1950,1,0,0,2,4,1,22.479349162703365,18.249938575660753
9440,60,1950,1,0,0,2,4,2,22.750367403486383,18.502784374639674
9441,60,1950,1,0,0,2,4,3,22.914273847112568,18.655905925869288
9442,60,1950,1,0,0,2,4,4,23.116213044112808,18.844766330954243
9443,60,1950,1,0,0,2,4,5,25.088348224171234,20.700445154418244
9444,60,1950,1,0,0,2,5,0,19.79537670444882,15.771365838189483
9445,60,1950,1,0,0,2,5,1,22.625143913302058,18.38590432494785
9446,60,1950,1,0,0,2,5,2,22.896763537262537,18.639540488999465
9447,60,1950,1,0,0,2,5,3,23.061025728609742,18.793130631311012
9448,60,1950,1,0,0,2,5,4,23.263395178766675,18.982558834116713
9449,60,1950,1,0,0,2,5,5,25.23930483171559,20.843272751952103
9450,60,1950,1,0,1,0,1,0,21.994774908759837,17.798943361623433
9451,60,1950,1,0,1,0,1,1,24.92809408023234,20.548936331911424
9452,60,1950,1,0,1,0,1,2,25.208129144933906,20.813767287661197
9453,60,1950,1,0,1,0,1,3,25.377367756581325,20.973992302285065
9454,60,1950,1,0,1,0,1,4,25.585754111376044,21.171457702391248
9455,60,1950,1,0,1,0,1,5,27.61436177602728,23.103318118439773
9456,60,1950,1,0,1,0,2,0,22.64328452026867,18.402830631923067
9457,60,1950,1,0,1,0,2,1,25.602804421901062,21.18762303078253
9458,60,1950,1,0,1,0,2,2,25.884961647028412,21.455320766389402
9459,60,1950,1,0,1,0,2,3,26.055454635833478,21.617244052955
9460,60,1950,1,0,1,0,2,4,26.26535708131998,21.8167658492121
9461,60,1950,1,0,1,0,2,5,28.30721593028223,23.76678745143686
9462,60,1950,1,0,1,0,3,0,22.29832608400804,18.081294095513268
9463,60,1950,1,0,1,0,3,1,25.244129613321764,20.847839445813975
9464,60,1950,1,0,1,0,3,2,25.52517624736966,21.114034530869116
9465,60,1950,1,0,1,0,3,3,25.695012812374788,21.275067697330062
9466,60,1950,1,0,1,0,3,4,25.904121907940713,21.473511715530336
9467,60,1950,1,0,1,0,3,5,27.93904803883767,23.414017210043763
9468,60,1950,1,0,1,0,4,0,22.200316619717967,17.99006849300705
9469,60,1950,1,0,1,0,4,1,25.142132427547732,20.751321037473787
9470,60,1950,1,0,1,0,4,2,25.42285602369097,21.017080032037402
9471,60,1950,1,0,1,0,4,3,25.592501642114822,21.17785485401267
9472,60,1950,1,0,1,0,4,4,25.801379948208076,21.375986043295935
9473,60,1950,1,0,1,0,4,5,27.834288714627263,23.31372847443903
9474,60,1950,1,0,1,0,5,0,22.345474579078004,18.125199713550654
9475,60,1950,1,0,1,0,5,1,25.293181983765137,20.894273936350338
9476,60,1950,1,0,1,0,5,2,25.57438282216678,21.160677347555517
9477,60,1950,1,0,1,0,5,3,25.744310534874828,21.321833925587544
9478,60,1950,1,0,1,0,5,4,25.953529795030658,21.52042737960626
9479,60,1950,1,0,1,0,5,5,27.98941879647539,23.4622526136818
9480,60,1950,1,0,1,1,1,0,23.550977493396715,19.252135069134464
9481,60,1950,1,0,1,1,1,1,26.544340281093728,22.082236892324506
9482,60,1950,1,0,1,1,1,2,26.829233949206625,22.353660325643975
9483,60,1950,1,0,1,1,1,3,27.001344046346127,22.517790135786623
9484,60,1950,1,0,1,1,1,4,27.213200634370203,22.719983183824432
9485,60,1950,1,0,1,1,1,5,29.27211861668243,24.693563633037975
9486,60,1950,1,0,1,1,2,0,24.214347635493922,19.875631270416665
9487,60,1950,1,0,1,1,2,1,27.230531729126035,22.736531454490674
9488,60,1950,1,0,1,1,2,2,27.517267533309205,23.01048253739273
9489,60,1950,1,0,1,1,2,3,27.690466019422395,23.176108956055625
9490,60,1950,1,0,1,1,2,4,27.903637607344493,23.38011343684297
9491,60,1950,1,0,1,1,2,5,29.97400488275018,25.369630782943204
9492,60,1950,1,0,1,1,3,0,23.861608512739092,19.54381141931772
9493,60,1950,1,0,1,1,3,1,26.86584928138731,22.388568067316942
9494,60,1950,1,0,1,1,3,2,27.151621338873337,22.661194740179972
9495,60,1950,1,0,1,1,3,3,27.32425043765226,22.826037021575978
9496,60,1950,1,0,1,1,3,4,27.536734112934635,23.02909245742719
9497,60,1950,1,0,1,1,3,5,29.60111722150258,25.01026634418544
9498,60,1950,1,0,1,1,4,0,23.761337420492858,19.449603580315234
9499,60,1950,1,0,1,1,4,1,26.762104332525446,22.28967526184078
9500,60,1950,1,0,1,1,4,2,27.047595941458884,22.561917372519407
9501,60,1950,1,0,1,1,4,3,27.22005933990633,22.726531951574064
9502,60,1950,1,0,1,1,4,4,27.432342811180398,22.929311780250337
9503,60,1950,1,0,1,1,4,5,29.494981925159216,24.908059889275652
9504,60,1950,1,0,1,1,5,0,23.90983685437364,19.58914202359702
9505,60,1950,1,0,1,1,5,1,26.915735907853517,22.436136759309434
9506,60,1950,1,0,1,1,5,2,27.201641819778143,22.708947111047475
9507,60,1950,1,0,1,1,5,3,27.37435000369511,22.87389814764383
9508,60,1950,1,0,1,1,5,4,27.586929230369265,23.077085216318235
9509,60,1950,1,0,1,1,5,5,29.652144373473494,25.059417297553928
9510,60,1950,1,0,1,2,1,0,21.86027990808575,17.674022866849004
