,AC,coh,dis,sex,imm,mrt,p,pp,ex60,ex65
19134,63,1930,0,0,0,1,5,0,24.63580002885324,20.2729054466577
19135,63,1930,0,0,0,1,5,1,27.66570649717387,23.152425043348803
19136,63,1930,0,0,0,1,5,2,27.953548724298148,23.427902229062664
19137,63,1930,0,0,0,1,5,3,28.12740081063694,23.594432072060236
19138,63,1930,0,0,0,1,5,4,28.341361946949267,23.799529815656967
19139,63,1930,0,0,0,1,5,5,30.418571875197728,25.79863013395184
19140,63,1930,0,0,0,2,1,0,22.565208510938167,18.32999451215645
19141,63,1930,0,0,0,2,1,1,25.521666781307747,21.11070832699036
19142,63,1930,0,0,0,2,1,2,25.803576185612922,21.37807029655773
19143,63,1930,0,0,0,2,1,3,25.973922703733464,21.53979469546118
19144,63,1930,0,0,0,2,1,4,26.18364813146118,21.739075683035633
19145,63,1930,0,0,0,2,1,5,28.22396038858352,23.68697155809591
19146,63,1930,0,0,0,2,2,0,23.219441010960065,18.941396280774146
19147,63,1930,0,0,0,2,2,1,26.200806796563235,21.75538808665758
19148,63,1930,0,0,0,2,2,2,26.484731046280388,22.025487769104377
19149,63,1930,0,0,0,2,2,3,26.656268309654493,22.188833670589812
19150,63,1930,0,0,0,2,2,4,26.867432720545388,22.390077781659404
19151,63,1930,0,0,0,2,2,5,28.9203117940845,24.355294393055964
19152,63,1930,0,0,0,2,3,0,22.871485879150676,18.615918618437547
19153,63,1930,0,0,0,2,3,1,25.839813877618155,21.41246329156016
19154,63,1930,0,0,0,2,3,2,26.122683824051098,21.68112817061263
19155,63,1930,0,0,0,2,3,3,26.29359803697168,21.84362430558319
19156,63,1930,0,0,0,2,3,4,26.50400953585983,22.043839664065814
19157,63,1930,0,0,0,2,3,5,28.55031497533276,23.999982086371684
19158,63,1930,0,0,0,2,4,0,22.772605484486814,18.52355021660019
19159,63,1930,0,0,0,2,4,1,25.73714239238408,21.315033213302755
19160,63,1930,0,0,0,2,4,2,26.019705620861263,21.58328161079999
19161,63,1930,0,0,0,2,4,3,26.190438564402278,21.745531065097673
19162,63,1930,0,0,0,2,4,4,26.400631000907484,21.94544776639081
19163,63,1930,0,0,0,2,4,5,28.44502310976099,23.898954773876785
19164,63,1930,0,0,0,2,5,0,22.919050232076547,18.66037031850942
19165,63,1930,0,0,0,2,5,1,25.88918812478264,21.459333291533024
19166,63,1930,0,0,0,2,5,2,26.172204476846915,21.72819711651909
19167,63,1930,0,0,0,2,5,3,26.34320521321581,21.89081108363267
19168,63,1930,0,0,0,2,5,4,26.553721273090193,22.091169099023446
19169,63,1930,0,0,0,2,5,5,28.60093986393113,24.048570193905096
19170,63,1930,0,0,1,0,1,0,25.231095956313364,20.835503231368758
19171,63,1930,0,0,1,0,1,1,28.279420419086097,23.74013757104248
19172,63,1930,0,0,1,0,1,2,28.56874594904625,24.017670508650156
19173,63,1930,0,0,1,0,1,3,28.743473990360823,24.18541695115673
19174,63,1930,0,0,1,0,1,4,28.958492869385715,24.39198644115706
19175,63,1930,0,0,1,0,1,5,31.044784471040007,26.40389697414732
19176,63,1930,0,0,1,0,2,0,25.908099915708284,21.47728867587975
19177,63,1930,0,0,1,0,2,1,28.97607974956235,24.40888908526219
19178,63,1930,0,0,1,0,2,2,29.266984387838967,24.688624050353255
19179,63,1930,0,0,1,0,2,3,29.442643968155238,24.857672542284856
19180,63,1930,0,0,1,0,2,4,29.658786298122937,25.06581561095904
19181,63,1930,0,0,1,0,2,5,31.754500524147833,27.091192620183115
19182,63,1930,0,0,1,0,3,0,25.548224789993554,21.13588085744396
19183,63,1930,0,0,1,0,3,1,28.60592194328192,24.053352306798345
19184,63,1930,0,0,1,0,3,2,28.896001196355172,24.331934426706344
19185,63,1930,0,0,1,0,3,3,29.071174072650795,24.50030146516687
19186,63,1930,0,0,1,0,3,4,29.28672971164446,24.70762126835245
19187,63,1930,0,0,1,0,3,5,31.37756326805757,26.725993657026265
19188,63,1930,0,0,1,0,4,0,25.44587846652636,21.03889107177455
19189,63,1930,0,0,1,0,4,1,28.50058318085721,23.95225975169066
19190,63,1930,0,0,1,0,4,2,28.790421903313554,24.23050669955667
19191,63,1930,0,0,1,0,4,3,28.965452853181308,24.39867551622432
19192,63,1930,0,0,1,0,4,4,29.18083728028888,24.605755712026856
19193,63,1930,0,0,1,0,4,5,31.27022872609878,26.62207135975097
19194,63,1930,0,0,1,0,5,0,25.597443823522813,21.1825405308413
19195,63,1930,0,0,1,0,5,1,28.65656920851141,24.10197156739943
19196,63,1930,0,0,1,0,5,2,28.94676321784218,24.380713717308133
19197,63,1930,0,0,1,0,5,3,29.12200379427832,24.549175384516925
19198,63,1930,0,0,1,0,5,4,29.337641085451565,24.756609554982223
19199,63,1930,0,0,1,0,5,5,31.429159876011024,26.77596107923951
19200,63,1930,0,0,1,1,1,0,26.852593271805862,22.37592964778907
19201,63,1930,0,0,1,1,1,1,29.94585935318005,25.342490964130267
19202,63,1930,0,0,1,1,1,2,30.238777390784602,25.62506020879143
19203,63,1930,0,0,1,1,1,3,30.415619923744348,25.79577960719181
19204,63,1930,0,0,1,1,1,4,30.63318260677055,26.00593551872845
19205,63,1930,0,0,1,1,1,5,32.74006504313869,28.047785106895304
19206,63,1930,0,0,1,1,2,0,27.54077564539757,23.032956313983583
19207,63,1930,0,0,1,1,2,1,30.65097465243927,26.02312793602858
19208,63,1930,0,0,1,1,2,2,30.945207415331627,26.307575909009618
19209,63,1930,0,0,1,1,2,3,31.122814772842663,26.47939515563814
19210,63,1930,0,0,1,1,2,4,31.341286240508087,26.69086640168636
19211,63,1930,0,0,1,1,2,5,33.454393429833914,28.742566636935372
19212,63,1930,0,0,1,1,3,0,27.17505161115766,22.683561392570887
19213,63,1930,0,0,1,1,3,1,30.27640678085402,25.661378899693567
19214,63,1930,0,0,1,1,3,2,30.5699583439459,25.944849458416797
19215,63,1930,0,0,1,1,3,3,30.747170602753386,26.116097678021955
19216,63,1930,0,0,1,1,3,4,30.965174060532654,26.3268874532553
19217,63,1930,0,0,1,1,3,5,33.07520759655425,28.373611726525017
19218,63,1930,0,0,1,1,4,0,27.07100356162443,22.58425291830508
19219,63,1930,0,0,1,1,4,1,30.169778429420656,25.55847562284218
19220,63,1930,0,0,1,1,4,2,30.46312879769518,25.841659260983878
19221,63,1930,0,0,1,1,4,3,30.640223837536862,26.012739336236514
19222,63,1930,0,0,1,1,4,4,30.85808779732027,26.223327812188632
19223,63,1930,0,0,1,1,4,5,32.967147040485706,28.268526418188724
19224,63,1930,0,0,1,1,5,0,27.225082903488527,22.73132862068942
19225,63,1930,0,0,1,1,5,1,30.32766869596556,25.710862063358608
19226,63,1930,0,0,1,1,5,2,30.62131587295872,25.994469226900744
19227,63,1930,0,0,1,1,5,3,30.798583763389974,26.165797427080488
19228,63,1930,0,0,1,1,5,4,31.01665333442306,26.376682862828375
19229,63,1930,0,0,1,1,5,5,33.12714024410727,28.424124025484964
19230,63,1930,0,0,1,2,1,0,25.090445544411327,20.702428813555827
19231,63,1930,0,0,1,2,1,1,28.13451702903174,23.60125088455701
19232,63,1930,0,0,1,2,1,2,28.423500256914295,23.878308383613277
19233,63,1930,0,0,1,2,1,3,28.598026200495347,24.045773516131124
19234,63,1930,0,0,1,2,1,4,28.81280110854904,24.252002777286666
19235,63,1930,0,0,1,2,1,5,30.89701063847971,26.260965081365633
19236,63,1930,0,0,1,2,2,0,25.766393363606053,21.342786228800502
19237,63,1930,0,0,1,2,2,1,28.830368263767568,24.26887788253275
19238,63,1930,0,0,1,2,2,2,29.120951672910735,24.548163659923592
19239,63,1930,0,0,1,2,2,3,29.296421903544317,24.71694670789081
19240,63,1930,0,0,1,2,2,4,29.512336079009174,24.924769191999314
19241,63,1930,0,0,1,2,2,5,31.606164874656088,26.947431318210118
19242,63,1930,0,0,1,2,3,0,25.407070937757723,21.00212690997166
19243,63,1930,0,0,1,2,3,1,28.460632961997998,23.913929964235876
19244,63,1930,0,0,1,2,3,2,28.75037980553396,24.19204897041688
19245,63,1930,0,0,1,2,3,3,28.925356533353344,24.360142112806
19246,63,1930,0,0,1,2,3,4,29.140675538297344,24.56713082213337
19247,63,1930,0,0,1,2,3,5,31.229514178339134,26.582659373205434
19248,63,1930,0,0,1,2,4,0,25.30488538256719,20.905354356091642
19249,63,1930,0,0,1,2,4,1,28.35541726870408,23.81300855041018
19250,63,1930,0,0,1,2,4,2,28.644920399878593,24.090788419156805
19251,63,1930,0,0,1,2,4,3,28.819753282065918,24.258680948666395
19252,63,1930,0,0,1,2,4,4,29.034898700810455,24.465427096998283
19253,63,1930,0,0,1,2,4,5,31.12226627824815,26.478864400991007
19254,63,1930,0,0,1,2,5,0,25.456213228130355,21.048682809925236
19255,63,1930,0,0,1,2,5,1,28.51122150406947,23.962467504183248
19256,63,1930,0,0,1,2,5,2,28.8010846319697,24.24074844488708
19257,63,1930,0,0,1,2,5,3,28.976129983892278,24.408937366648484
19258,63,1930,0,0,1,2,5,4,29.19153178690124,24.616041867400387
19259,63,1930,0,0,1,2,5,5,31.281069898361146,26.632566459560124
19260,63,1930,0,1,0,0,1,0,18.27422174707557,14.390828582945867
19261,63,1930,0,1,0,0,1,1,21.016216328442404,16.892700113672962
19262,63,1930,0,1,0,0,1,2,21.280671875295386,17.13699363815724
19263,63,1930,0,1,0,0,1,3,21.440695199865345,17.285043662943586
19264,63,1930,0,1,0,0,1,4,21.63793705059562,17.467757726663528
19265,63,1930,0,1,0,0,1,5,23.56881522825286,19.268870579151862
19266,63,1930,0,1,0,0,2,0,18.875572819481977,14.934185643433418
19267,63,1930,0,1,0,0,2,1,21.654085263077043,17.48272766461003
19268,63,1930,0,1,0,0,2,2,21.921524578830983,17.730893646994183
19269,63,1930,0,1,0,0,2,3,22.083313600890367,17.881240274814175
19270,63,1930,0,1,0,0,2,4,22.282691603097984,18.066737897857195
19271,63,1930,0,1,0,0,2,5,24.232342470147607,19.892575806705295
19272,63,1930,0,1,0,0,3,0,18.555320333900948,14.64440535115333
19273,63,1930,0,1,0,0,3,1,21.314699578862307,17.16846114539362
19274,63,1930,0,1,0,0,3,2,21.580576111313892,17.414595738366305
19275,63,1930,0,1,0,0,3,3,21.741440372002472,17.563737670095687
19276,63,1930,0,1,0,0,3,4,21.93969963597185,17.74777520539503
19277,63,1930,0,1,0,0,3,5,23.879521107012252,19.560646356154564
19278,63,1930,0,1,0,0,4,0,18.464486114725794,14.562383798987772
19279,63,1930,0,1,0,0,4,1,21.21830933594553,17.07934318730444
19280,63,1930,0,1,0,0,4,2,21.483731834825736,17.324888912088095
19281,63,1930,0,1,0,0,4,3,21.644327407822903,17.473681603703355
19282,63,1930,0,1,0,0,4,4,21.842261606372436,17.657295842600767
19283,63,1930,0,1,0,0,4,5,23.779226103965208,19.46640672495087
19284,63,1930,0,1,0,0,5,0,18.599041948847763,14.683912204027143
19285,63,1930,0,1,0,0,5,1,21.36107485558556,17.211359567987795
19286,63,1930,0,1,0,0,5,2,21.62716820811209,17.457775575452917
19287,63,1930,0,1,0,0,5,3,21.788160775633074,17.607084403016152
19288,63,1930,0,1,0,0,5,4,21.986575265721385,17.79132422151104
19289,63,1930,0,1,0,0,5,5,23.927760864282817,19.605992150353316
19290,63,1930,0,1,0,1,1,0,19.72213076966561,15.704445996163704
19291,63,1930,0,1,0,1,1,1,22.548006418753094,18.31395168066728
19292,63,1930,0,1,0,1,1,2,22.819308975446507,18.56717099228616
19293,63,1930,0,1,0,1,1,3,22.983383607834536,18.72051399373622
19294,63,1930,0,1,0,1,1,4,23.185526219877293,18.9096427352536
19295,63,1930,0,1,0,1,1,5,25.159445992186374,20.76770123349182
19296,63,1930,0,1,0,1,2,0,20.34412479712763,16.274034781651725
19297,63,1930,0,1,0,1,2,1,23.202071190757977,18.92513257481324
19298,63,1930,0,1,0,1,2,2,23.475985061336203,19.18179512181406
19299,63,1930,0,1,0,1,2,3,23.641604267936167,19.337179364636437
19300,63,1930,0,1,0,1,2,4,23.845614791147213,19.528781315214307
19301,63,1930,0,1,0,1,2,5,25.83591376606701,21.408761442953576
19302,63,1930,0,1,0,1,3,0,20.013055213633585,15.970491053143094
19303,63,1930,0,1,0,1,3,1,22.854203881722153,18.599770748232523
19304,63,1930,0,1,0,1,3,2,23.126750498991434,18.854627564565728
19305,63,1930,0,1,0,1,3,3,23.291561021999957,19.008941369109404
19306,63,1930,0,1,0,1,3,4,23.494593611868495,19.199246403805255
19307,63,1930,0,1,0,1,3,5,25.476319235281427,21.067733752488984
19308,63,1930,0,1,0,1,4,0,19.91908044137226,15.884480975654064
19309,63,1930,0,1,0,1,4,1,22.755349013176282,18.507435937616496
19310,63,1930,0,1,0,1,4,2,23.027498216396566,18.761769091071756
19311,63,1930,0,1,0,1,4,3,23.192073667078265,18.915772448350005
19312,63,1930,0,1,0,1,4,4,23.394821970506726,19.105701332677196
19313,63,1930,0,1,0,1,4,5,25.374054531546253,20.970854289942395
19314,63,1930,0,1,0,1,5,0,20.05827690810694,16.011904174673134
19315,63,1930,0,1,0,1,5,1,22.901756046601523,18.644206397278097
19316,63,1930,0,1,0,1,5,2,23.17449241618144,18.89931343458019
19317,63,1930,0,1,0,1,5,3,23.33941517615826,19.05377557658006
19318,63,1930,0,1,0,1,5,4,23.542583498152474,19.244260339722885
19319,63,1930,0,1,0,1,5,5,25.52549930754697,21.114340723802915
19320,63,1930,0,1,0,2,1,0,18.14989470984298,14.278913112347155
19321,63,1930,0,1,0,2,1,1,20.884017458248696,16.770758632016683
19322,63,1930,0,1,0,2,1,2,21.147829267011186,17.014219928226087
19323,63,1930,0,1,0,2,1,3,21.30747160383871,17.16177634989075
19324,63,1930,0,1,0,2,1,4,21.504252488057997,17.34389210611258
19325,63,1930,0,1,0,2,1,5,23.431077388547354,19.139687918964643
19326,63,1930,0,1,0,2,2,0,18.749310797612274,14.819827591096121
19327,63,1930,0,1,0,2,2,1,21.52036337674196,17.35881354708509
19328,63,1930,0,1,0,2,2,2,21.787193519871273,17.606186852630426
19329,63,1930,0,1,0,2,2,3,21.94862208158235,17.756063402480162
19330,63,1930,0,1,0,2,2,4,22.14756402528074,17.940991304655025
19331,63,1930,0,1,0,2,2,5,24.09338419553873,19.7617703174893
19332,63,1930,0,1,0,2,3,0,18.430072427121083,14.531328892047593
19333,63,1930,0,1,0,2,3,1,21.181775424202737,17.045581852211885
19334,63,1930,0,1,0,2,3,2,21.44702463423491,17.29090297858664
19335,63,1930,0,1,0,2,3,3,21.607517656384445,17.43956246563855
19336,63,1930,0,1,0,2,3,4,21.805327784106407,17.623015251876907
19337,63,1930,0,1,0,2,3,5,23.74120172753915,19.430691781270585
19338,63,1930,0,1,0,2,4,0,18.339532570208,14.44967873150114
19339,63,1930,0,1,0,2,4,1,21.08561693099335,16.956763860256878
19340,63,1930,0,1,0,2,4,2,21.35040685343666,17.20149010963622
19341,63,1930,0,1,0,2,4,3,21.51062806762389,17.349796782636066
19342,63,1930,0,1,0,2,4,4,21.70810934369404,17.53282192965941
19343,63,1930,0,1,0,2,4,5,23.641092475332897,19.336698975588476
19344,63,1930,0,1,0,2,5,0,18.47365342967877,14.570658242632884
19345,63,1930,0,1,0,2,5,1,21.228040028471,17.088336921806537
19346,63,1930,0,1,0,2,5,2,21.49350857057824,17.33394233695656
19347,63,1930,0,1,0,2,5,3,21.654131391367464,17.48277042948447
19348,63,1930,0,1,0,2,5,4,21.852098555377914,17.66642757641452
19349,63,1930,0,1,0,2,5,5,23.789352802017156,19.47591964458513
19350,63,1930,0,1,1,0,1,0,20.612613038866627,16.520794721396907
19351,63,1930,0,1,1,0,1,1,23.48374440395241,19.18907168419521
19352,63,1930,0,1,1,0,1,2,23.758730712241377,19.447155194388333
19353,63,1930,0,1,1,0,1,3,23.924984169877533,19.603381708087614
19354,63,1930,0,1,1,0,1,4,24.129761626908685,19.79600405307819
19355,63,1930,0,1,1,0,1,5,26.126781210578617,21.685022306887248
19356,63,1930,0,1,1,0,2,0,21.245764569684397,17.104720715115683
19357,63,1930,0,1,1,0,2,1,24.146519871100413,19.811776996078514
19358,63,1930,0,1,1,0,2,2,24.423913215677686,20.07306513175272
19359,63,1930,0,1,1,0,2,3,24.591590024053495,20.231190909333126
19360,63,1930,0,1,1,0,2,4,24.79808839388323,20.426113901177033
19361,63,1930,0,1,1,0,2,5,26.810178533722908,22.335495691804315
19362,63,1930,0,1,1,0,3,0,20.908849860176453,16.793655072602313
19363,63,1930,0,1,1,0,3,1,23.794092058298858,19.480371838459146
19364,63,1930,0,1,1,0,3,2,24.070225356244805,19.73997970391352
19365,63,1930,0,1,1,0,3,3,24.237157096576237,19.89710969435267
19366,63,1930,0,1,1,0,3,4,24.442754670751913,20.09082650177884
19367,63,1930,0,1,1,0,3,5,26.44695797333514,21.98953463586417
19368,63,1930,0,1,1,0,4,0,20.813177431654008,16.70546493085661
19369,63,1930,0,1,1,0,4,1,23.693911476037705,19.386284290628996
19370,63,1930,0,1,1,0,4,2,23.96967841784835,19.645404740429946
19371,63,1930,0,1,1,0,4,3,24.136393516893285,19.802245851528856
19372,63,1930,0,1,1,0,4,4,24.3417291550783,19.995612722885607
19373,63,1930,0,1,1,0,4,5,26.343638393833036,21.89122317392913
19374,63,1930,0,1,1,0,5,0,20.9548823386579,16.836110090214024
19375,63,1930,0,1,1,0,5,1,23.842277187938986,19.525644968862423
19376,63,1930,0,1,1,0,5,2,24.118585392753896,19.785485714041883
19377,63,1930,0,1,1,0,5,3,24.28562056039042,19.942753723510496
19378,63,1930,0,1,1,0,5,4,24.491343183888432,20.136637718118575
19379,63,1930,0,1,1,0,5,5,26.496641570646414,22.036825650113816
19380,63,1930,0,1,1,1,1,0,22.133575616971154,17.92798034391244
19381,63,1930,0,1,1,1,1,1,25.072652491830407,20.685600676203123
19382,63,1930,0,1,1,1,1,2,25.353154171188905,20.951060344238044
19383,63,1930,0,1,1,1,1,3,25.522668612189328,21.111657837267078
19384,63,1930,0,1,1,1,1,4,25.731388366158527,21.309574294257636
19385,63,1930,0,1,1,1,1,5,27.762911051438497,23.245419851702174
19386,63,1930,0,1,1,1,2,0,22.7835088110119,18.53373274052796
19387,63,1930,0,1,1,1,2,1,25.748465655398196,21.325776162712703
19388,63,1930,0,1,1,1,2,2,26.031062862116837,21.594070677631702
19389,63,1930,0,1,1,1,2,3,26.201815886951497,21.756347447530274
19390,63,1930,0,1,1,1,2,4,26.41203259176915,21.956297220324767
19391,63,1930,0,1,1,1,2,5,28.456636678464747,23.910096079986094
19392,63,1930,0,1,1,1,3,0,22.437804905495145,18.211217962725637
19393,63,1930,0,1,1,1,3,1,25.389213698733865,20.985212203300343
19394,63,1930,0,1,1,1,3,2,25.670714284403687,21.252020854621286
19395,63,1930,0,1,1,1,3,3,25.84081916923542,21.41341748968431
19396,63,1930,0,1,1,1,3,4,26.05025256268727,21.612301616729855
19397,63,1930,0,1,1,1,3,5,28.0880129755197,23.556693637373474
19398,63,1930,0,1,1,1,4,0,22.339578799338746,18.11970871825016
19399,63,1930,0,1,1,1,4,1,25.28704864101565,20.8884673241998
19400,63,1930,0,1,1,1,4,2,25.56823023889271,21.154844736442914
19401,63,1930,0,1,1,1,4,3,25.738146578906743,21.31598591290056
19402,63,1930,0,1,1,1,4,4,25.947352093661088,21.514560717667177
19403,63,1930,0,1,1,1,4,5,27.983120959641585,23.456221256672094
19404,63,1930,0,1,1,1,5,0,22.485056846436006,18.25525912049029
19405,63,1930,0,1,1,1,5,1,25.438346204510896,21.031754882668153
19406,63,1930,0,1,1,1,5,2,25.719999059086643,21.2987695393593
19407,63,1930,0,1,1,1,5,3,25.890193943901483,21.460288205487785
19408,63,1930,0,1,1,1,5,4,26.099736111016618,21.659320090926467
19409,63,1930,0,1,1,1,5,5,28.138447058085738,23.60501674468644
19410,63,1930,0,1,1,2,1,0,20.48143174666391,16.400164364460874
19411,63,1930,0,1,1,2,1,1,23.346168965235563,19.060104155181616
19412,63,1930,0,1,1,2,1,2,23.620635271275106,19.317498157551938
19413,63,1930,0,1,1,2,1,3,23.786581200665477,19.473315976660224
19414,63,1930,0,1,1,2,1,4,23.99098680243227,19.66544320527247
19415,63,1930,0,1,1,2,1,5,25.984748161710257,21.550076448748733
19416,63,1930,0,1,1,2,2,0,21.11300591694886,16.98205566982512
19417,63,1930,0,1,1,2,2,1,24.007714949207333,19.681176029043066
19418,63,1930,0,1,1,2,2,2,24.284617304520044,19.941808714818464
19419,63,1930,0,1,1,2,2,3,24.452003799019238,20.099546062461407
19420,63,1930,0,1,1,2,2,4,24.658151185173452,20.293998566993935
19421,63,1930,0,1,1,2,2,5,26.667168769371063,22.199217647242207
19422,63,1930,0,1,1,2,3,0,20.776917476019356,16.672057463778014
19423,63,1930,0,1,1,2,3,1,23.6559307797902,19.35062736393934
19424,63,1930,0,1,1,2,3,2,23.931557863794804,19.609561872054417
19425,63,1930,0,1,1,2,3,3,24.09819025755893,19.766292777775163
19426,63,1930,0,1,1,2,3,4,24.30342589701554,19.95952614870949
19427,63,1930,0,1,1,2,3,5,26.304459253161195,21.85395471204645
19428,63,1930,0,1,1,2,4,0,20.6814850574716,16.58417671598813
19429,63,1930,0,1,1,2,4,1,23.555937324099755,19.256788253253113
19430,63,1930,0,1,1,2,4,2,23.831193640677554,19.51523017191413
19431,63,1930,0,1,1,2,4,3,23.99760677570498,19.671669119809817
19432,63,1930,0,1,1,2,4,4,24.202577305555142,19.86454881312464
19433,63,1930,0,1,1,2,4,5,26.20128836285345,21.75584592009097
19434,63,1930,0,1,1,2,5,0,20.822835332633566,16.71436461897815
19435,63,1930,0,1,1,2,5,1,23.70402656907281,19.395781792431723
19436,63,1930,0,1,1,2,5,2,23.979830668407445,19.654951655495083
19437,63,1930,0,1,1,2,5,3,24.146567740496813,19.811822053022684
19438,63,1930,0,1,1,2,5,4,24.35192994607399,20.005224401111693
19439,63,1930,0,1,1,2,5,5,26.354071879271398,21.901148918505857
19440,63,1930,1,0,0,0,1,0,18.63670755022424,14.717960841703981
19441,63,1930,1,0,0,0,1,1,21.401015889366594,17.248317513418435
19442,63,1930,1,0,0,0,1,2,21.667295140257835,17.4949749080682
19443,63,1930,1,0,0,0,1,3,21.82839771472622,17.644426891435515
19444,63,1930,1,0,0,0,1,4,22.026945290182546,17.828840217934612
19445,63,1930,1,0,0,0,1,5,23.969300369780125,19.645049243956805
19446,63,1930,1,0,0,0,2,0,19.243545597480576,15.268258044628922
19447,63,1930,1,0,0,0,2,1,22.0431992211238,17.843947888775855
19448,63,1930,1,0,0,0,2,2,22.312363908597316,18.09436500548981
19449,63,1930,1,0,0,0,2,3,22.47517378868452,18.24604652919214
19450,63,1930,1,0,0,0,2,4,22.675786668490726,18.433161917923908
19451,63,1930,1,0,0,0,2,5,24.636281644100695,20.273359928768745
19452,63,1930,1,0,0,0,3,0,18.9204175709439,14.974836322893566
19453,63,1930,1,0,0,0,3,1,21.701553851164164,17.526742303636514
19454,63,1930,1,0,0,0,3,2,21.969207385461058,17.775187294613968
19455,63,1930,1,0,0,0,3,3,22.13112316165398,17.925699378164225
19456,63,1930,1,0,0,0,3,4,22.330654498173164,18.111397524950522
19457,63,1930,1,0,0,0,3,5,24.281652203248306,19.939015791139557
19458,63,1930,1,0,0,0,4,0,18.828748620534796,14.89175953243146
19459,63,1930,1,0,0,0,4,1,21.60450709222089,17.436772344159756
19460,63,1930,1,0,0,0,4,2,21.871721540065717,17.684645593710083
19461,63,1930,1,0,0,0,4,3,22.03337750473768,17.834818625106024
19462,63,1930,1,0,0,0,4,4,22.23259454560545,18.020105856164918
19463,63,1930,1,0,0,0,4,5,24.180831482166123,19.844075671565083
19464,63,1930,1,0,0,0,5,0,18.96453791428308,15.014847516003897
19465,63,1930,1,0,0,0,5,1,21.748242639906707,17.570047887739275
19466,63,1930,1,0,0,0,5,2,22.016105848072293,17.818766100342422
19467,63,1930,1,0,0,0,5,3,22.178145687510654,17.96944020601359
19468,63,1930,1,0,0,0,5,4,22.377827101380603,18.155334713233927
19469,63,1930,1,0,0,0,5,5,24.330142946812984,19.984696262951754
19470,63,1930,1,0,0,1,1,0,20.09722882877708,16.04758804306756
19471,63,1930,1,0,0,1,1,1,22.94270608883169,18.682482879853215
19472,63,1930,1,0,0,1,1,2,23.21560513397812,18.937804530655825
19473,63,1930,1,0,0,1,1,3,23.380624113983778,19.092393899494464
19474,63,1930,1,0,0,1,1,4,23.58390879697285,19.283032811411847
19475,63,1930,1,0,0,1,1,5,25.567844870422036,21.15447941510116
19476,63,1930,1,0,0,1,2,0,20.724053657765204,16.623368873457647
19477,63,1930,1,0,0,1,2,1,23.600546214592,19.298645032108144
19478,63,1930,1,0,0,1,2,2,23.87596839686918,19.557307252255452
19479,63,1930,1,0,0,1,2,3,24.042479619798502,19.713876773946257
19480,63,1930,1,0,0,1,2,4,24.24756875026209,19.906914645424003
19481,63,1930,1,0,0,1,2,5,26.247318760979613,21.79961231776691
19482,63,1930,1,0,0,1,3,0,20.390453203229864,16.316576441453098
19483,63,1930,1,0,0,1,3,1,23.250702200160937,18.97067092390386
19484,63,1930,1,0,0,1,3,2,23.52480340803164,19.227581394728066
19485,63,1930,1,0,0,1,3,3,23.69053341169209,19.38311259851512
19486,63,1930,1,0,0,1,3,4,23.894677914103106,19.57489259453728
19487,63,1930,1,0,0,1,3,5,25.886151131809193,21.45645002930278
19488,63,1930,1,0,0,1,4,0,20.29574342351229,16.229624836389167
19489,63,1930,1,0,0,1,4,1,23.151272759967128,18.877578536827826
19490,63,1930,1,0,0,1,4,2,23.424989959582522,19.133980940709
19491,63,1930,1,0,0,1,4,3,23.59049284718775,19.28921097714607
19492,63,1930,1,0,0,1,4,4,23.794362712173495,19.4806261020369
19493,63,1930,1,0,0,1,4,5,25.783428821565266,21.358951016308616
19494,63,1930,1,0,0,1,5,0,20.436025939198366,16.35843954363899
19495,63,1930,1,0,0,1,5,1,23.29852870268761,19.01546856237873
19496,63,1930,1,0,0,1,5,2,23.57281325481407,19.272621792850064
19497,63,1930,1,0,0,1,5,3,23.738651692381016,19.428296894423543
19498,63,1930,1,0,0,1,5,4,23.942927314828047,19.620251222709197
19499,63,1930,1,0,0,1,5,5,25.935549639536422,21.503352958609447
19500,63,1930,1,0,0,2,1,0,18.511198450277814,14.6045546155767
19501,63,1930,1,0,0,2,1,1,21.267886172139466,17.125171903135374
19502,63,1930,1,0,0,2,1,2,21.53354276791251,17.371021172365815
19503,63,1930,1,0,0,2,1,3,21.69427687560789,17.519993888055698
19504,63,1930,1,0,0,2,1,4,21.89237867807802,17.70382632609548
19505,63,1930,1,0,0,2,1,5,23.830816283059402,19.514875594221184
19506,63,1930,1,0,0,2,2,0,19.116162242667745,15.152478809900444
19507,63,1930,1,0,0,2,2,1,21.9085965175597,17.718886914029493
19508,63,1930,1,0,0,2,2,2,22.177172191700777,17.968534514049722
19509,63,1930,1,0,0,2,2,3,22.339633581341293,18.11975973814824
19510,63,1930,1,0,0,2,2,4,22.539824924486304,18.306322150863238
19511,63,1930,1,0,0,2,2,5,24.496618849256194,20.141612524408977
19512,63,1930,1,0,0,2,3,0,18.79401642605303,14.860302186980416
19513,63,1930,1,0,0,2,3,1,21.567722609682313,17.40268604849529
19514,63,1930,1,0,0,2,3,2,21.834769467289288,17.650341225938117
19515,63,1930,1,0,0,2,3,3,21.996326265237926,17.800384934871563
19516,63,1930,1,0,0,2,3,4,22.19542334144348,17.985515430820932
19517,63,1930,1,0,0,2,3,5,24.142606408242372,19.80809349849274
19518,63,1930,1,0,0,2,4,0,18.702632608145024,14.77758620873378
19519,63,1930,1,0,0,2,4,1,21.470899995774435,17.31300735432578
19520,63,1930,1,0,0,2,4,2,21.73750265308976,17.56008492499204
19521,63,1930,1,0,0,2,4,3,21.898796602854397,17.70978609255703
